,network,betac_dmp,betac_mc,alpha
31,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.5
32,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.55
33,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.6000000000000001
34,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.65
35,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.7000000000000001
36,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.75
37,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.8
38,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.8500000000000001
39,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.9
40,cit-HepTh,0.0011351004011624967,0.0011351004011624967,0.9500000000000001
41,cit-HepTh,0.0011351004011624967,0.0011351004011624967,1.0
42,email-EU,0.018979306497329453,0.028979306497329452,0.0
43,email-EU,0.018979306497329453,0.028979306497329452,0.05
44,email-EU,0.018979306497329453,0.028979306497329452,0.1
45,email-EU,0.018979306497329453,0.028979306497329452,0.15000000000000002
46,email-EU,0.018979306497329453,0.028979306497329452,0.2
47,email-EU,0.018979306497329453,0.018979306497329453,0.25
48,email-EU,0.018979306497329453,0.018979306497329453,0.30000000000000004
49,email-EU,0.018979306497329453,0.028979306497329452,0.35000000000000003
50,email-EU,0.018979306497329453,0.018979306497329453,0.4
51,email-EU,0.018979306497329453,0.028979306497329452,0.45
52,email-EU,0.018979306497329453,0.018979306497329453,0.5
53,email-EU,0.018979306497329453,0.028979306497329452,0.55
54,email-EU,0.018979306497329453,0.018979306497329453,0.6000000000000001
55,email-EU,0.018979306497329453,0.028979306497329452,0.65
56,email-EU,0.018979306497329453,0.018979306497329453,0.7000000000000001
57,email-EU,0.018979306497329453,0.018979306497329453,0.75
58,email-EU,0.018979306497329453,0.018979306497329453,0.8
59,email-EU,0.018979306497329453,0.018979306497329453,0.8500000000000001
60,email-EU,0.018979306497329453,0.018979306497329453,0.9
61,email-EU,0.018979306497329453,0.018979306497329453,0.9500000000000001
62,email-EU,0.018979306497329453,0.018979306497329453,1.0
63,email-EuAll,0.010299721602849577,0.010299721602849577,0.0
64,email-EuAll,0.010299721602849577,0.020299721602849576,0.05
65,email-EuAll,0.010299721602849577,0.020299721602849576,0.1
66,email-EuAll,0.010299721602849577,0.010299721602849577,0.15000000000000002
67,email-EuAll,0.010299721602849577,0.020299721602849576,0.2
68,email-EuAll,0.010299721602849577,0.010299721602849577,0.25
69,email-EuAll,0.010299721602849577,0.020299721602849576,0.30000000000000004
70,email-EuAll,0.010299721602849577,0.020299721602849576,0.35000000000000003
71,email-EuAll,0.010299721602849577,0.020299721602849576,0.4
72,email-EuAll,0.010299721602849577,0.020299721602849576,0.45
73,email-EuAll,0.010299721602849577,0.010299721602849577,0.5
74,email-EuAll,0.010299721602849577,0.010299721602849577,0.55
75,email-EuAll,0.010299721602849577,0.010299721602849577,0.6000000000000001
76,email-EuAll,0.010299721602849577,0.020299721602849576,0.65
77,email-EuAll,0.010299721602849577,0.020299721602849576,0.7000000000000001
78,email-EuAll,0.010299721602849577,0.020299721602849576,0.75
79,email-EuAll,0.010299721602849577,0.020299721602849576,0.8
80,email-EuAll,0.010299721602849577,0.020299721602849576,0.8500000000000001
81,email-EuAll,0.010299721602849577,0.010299721602849577,0.9
82,email-EuAll,0.010299721602849577,0.020299721602849576,0.9500000000000001
83,email-EuAll,0.010299721602849577,0.010299721602849577,1.0
84,email-dnc,0.029723465554486017,0.03972346555448602,0.0
85,email-dnc,0.029723465554486017,0.03972346555448602,0.05
86,email-dnc,0.029723465554486017,0.03972346555448602,0.1
87,email-dnc,0.029723465554486017,0.03972346555448602,0.15000000000000002
88,email-dnc,0.029723465554486017,0.03972346555448602,0.2
89,email-dnc,0.029723465554486017,0.03972346555448602,0.25
90,email-dnc,0.029723465554486017,0.03972346555448602,0.30000000000000004
91,email-dnc,0.029723465554486017,0.029723465554486017,0.35000000000000003
92,email-dnc,0.029723465554486017,0.03972346555448602,0.4
93,email-dnc,0.029723465554486017,0.029723465554486017,0.45
94,email-dnc,0.029723465554486017,0.029723465554486017,0.5
95,email-dnc,0.029723465554486017,0.029723465554486017,0.55
96,email-dnc,0.029723465554486017,0.029723465554486017,0.6000000000000001
97,email-dnc,0.029723465554486017,0.029723465554486017,0.65
98,email-dnc,0.029723465554486017,0.029723465554486017,0.7000000000000001
99,email-dnc,0.029723465554486017,0.029723465554486017,0.75
100,email-dnc,0.029723465554486017,0.029723465554486017,0.8
101,email-dnc,0.029723465554486017,0.029723465554486017,0.8500000000000001
102,email-dnc,0.029723465554486017,0.029723465554486017,0.9
103,email-dnc,0.029723465554486017,0.029723465554486017,0.9500000000000001
104,email-dnc,0.029723465554486017,0.029723465554486017,1.0
105,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.0
106,soc-Slashdot0811,0.00777909344680029,0.01777909344680029,0.05
107,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.1
108,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.15000000000000002
109,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.2
110,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.25
111,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.30000000000000004
112,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.35000000000000003
113,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.4
114,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.45
115,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.5
116,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.55
117,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.6000000000000001
118,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.65
119,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.7000000000000001
120,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.75
121,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.8
122,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.8500000000000001
123,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.9
124,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,0.9500000000000001
125,soc-Slashdot0811,0.00777909344680029,0.00777909344680029,1.0
126,soc-academia,0.009092185445042516,0.009092185445042516,0.0
127,soc-academia,0.009092185445042516,0.019092185445042514,0.05
128,soc-academia,0.009092185445042516,0.009092185445042516,0.1
129,soc-academia,0.009092185445042516,0.019092185445042514,0.15000000000000002
130,soc-academia,0.009092185445042516,0.019092185445042514,0.2
131,soc-academia,0.009092185445042516,0.019092185445042514,0.25
132,soc-academia,0.009092185445042516,0.019092185445042514,0.30000000000000004
133,soc-academia,0.009092185445042516,0.019092185445042514,0.35000000000000003
134,soc-academia,0.009092185445042516,0.009092185445042516,0.4
135,soc-academia,0.009092185445042516,0.019092185445042514,0.45
136,soc-academia,0.009092185445042516,0.019092185445042514,0.5
137,soc-academia,0.009092185445042516,0.009092185445042516,0.55
138,soc-academia,0.009092185445042516,0.009092185445042516,0.6000000000000001
139,soc-academia,0.009092185445042516,0.009092185445042516,0.65
140,soc-academia,0.009092185445042516,0.009092185445042516,0.7000000000000001
141,soc-academia,0.009092185445042516,0.019092185445042514,0.75
142,soc-academia,0.009092185445042516,0.009092185445042516,0.8
143,soc-academia,0.009092185445042516,0.019092185445042514,0.8500000000000001
144,soc-academia,0.009092185445042516,0.019092185445042514,0.9
145,soc-academia,0.009092185445042516,0.009092185445042516,0.9500000000000001
146,soc-academia,0.009092185445042516,0.019092185445042514,1.0
